Location name,Amount spent (CHF)
Aargau,455
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,165
Basel-Landschaft,≤100
Bern,298
Canton of Geneva,1380
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,595
Fribourg,104
Graubünden,≤100
Jura,≤100
Luzern,446
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,147
Unknown,≤100
Uri,≤100
Valais,133
Vaud,286
Zug,≤100
Zürich,639
