Location name,Amount spent (USD)
Alabama,6155
Alaska,1149
American Samoa,≤100
Arizona,9800
Arkansas,4073
California,63096
Colorado,7971
Connecticut,4598
Delaware,1191
Florida,33808
Georgia,14941
Guam,≤100
Hawaii,1677
Idaho,4267
Illinois,16587
Indiana,9945
Iowa,6263
Kansas,3682
Kentucky,5884
Louisiana,7709
Maine,2138
Maryland,11942
Massachusetts,8233
Michigan,18785
Minnesota,10790
Mississippi,3907
Missouri,7829
Montana,1538
Nebraska,2293
Nevada,3699
New Hampshire,2250
New Jersey,11265
New Mexico,2920
New York,30737
North Carolina,13752
North Dakota,820
Ohio,13539
Oklahoma,6375
Oregon,6207
Pennsylvania,16058
Puerto Rico,≤100
Rhode Island,1098
South Carolina,6728
South Dakota,924
Tennessee,8782
Texas,46180
Unknown,≤100
Utah,4293
Vermont,966
Virgin Islands (U.S.),≤100
Virginia,26891
Washington,11990
"Washington, District of Columbia",9051
West Virginia,2749
Wisconsin,7161
Wyoming,745
