Location name,Amount spent (EUR)
Attica (region),8412
Central Greece (region),906
Central Macedonia,4252
Crete,1736
Eastern Macedonia and Thrace,1161
Epirus (region),736
Ionian Islands (region),468
Northern Aegean,372
Peloponnese (region),1195
Southern Aegean,910
Thessaly,1338
Unknown,≤100
Western Greece,1396
Western Macedonia,544
