Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,14301,44
167924689961661,Unidad Nacional de la Esperanza,Leonel Aníbal Quiñónez Aguilar,2109,18
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,538,1
106908785419555,Goberna Guatemala,Goberna,157,3
643513979193133,Unidos por Beatriz,Neuma,≤100,5
210684176077839,Centinelas por la Dignificación del Estado,Centinelas por la Dignificación del Estado,≤100,2
1630952833827354,Armando Castillo,Armando  Damian Castillo Alvarado,≤100,1
103769008029892,Noticias San Marcos,Jennifer Lopez,≤100,1
104688849145773,Partido Republicano SCP,Mario Rene Monterroso,≤100,1
292129440851133,CropLife Latin America,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
102591285814215,Seamocks,These ads ran without a disclaimer,≤100,1
