Location name,Amount spent (MYR)
Johor,1618
Kedah,7251
Kelantan,4061
Kuala Lumpur,5963
Labuan,≤100
Malacca,782
Negeri Sembilan,5183
Pahang,693
Penang,9143
Perak,1629
Perlis,369
Putrajaya,170
Sabah,661
Sarawak,736
Selangor,46194
Terengganu,6520
Unknown,≤100
