Location name,Amount spent (CZK)
Central Bohemian Region,8915
Hradec Králové Region,3004
Karlovy Vary Region,2000
Liberec Region,2386
Moravian-Silesian Region,7335
Olomouc Region,4319
Pardubice Region,3161
Plzeň Region,3748
Prague,17985
South Bohemian Region,3727
South Moravian Region,8529
Unknown,≤100
Vysočina Region,2793
Zlín Region,3755
Ústí nad Labem Region,5263
