Location name,Amount spent (BRL)
Acre (state),344
Alagoas,836
Amapá,358
Amazonas,1953
Bahia,4066
Ceará,3849
Espírito Santo,1495
Federal District,1992
Goiás,2785
Maranhão,2029
Mato Grosso,1577
Mato Grosso do Sul,2126
Minas Gerais,9183
Paraná,5511
Paraíba,1225
Pará,3534
Pernambuco,4484
Piauí,849
Rio Grande do Norte,1527
Rio Grande do Sul,7130
Rio de Janeiro (state),10013
Rondônia,704
Roraima,198
Santa Catarina,4132
Sergipe,964
São Paulo (state),27088
Tocantins,549
Unknown,≤100
