Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,590
Bicol Region,9190
Cagayan Valley,1564
Calabarzon,17345
Caraga,1434
Central Luzon,5897
Central Visayas,5078
Cordillera Administrative Region,960
Davao Region,2508
Eastern Visayas,1864
Ilocos Region,2404
Metro Manila,16056
Mimaropa,1358
Northern Mindanao,3175
Soccsksargen,1645
Unknown,≤100
Western Visayas,8148
Zamboanga Peninsula,1491
