Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,894
Bicol Region,4184
Cagayan Valley,3612
Calabarzon,21184
Caraga,2623
Central Luzon,12304
Central Visayas,12770
Cordillera Administrative Region,1642
Davao Region,4598
Eastern Visayas,4956
Ilocos Region,4907
Metro Manila,47171
Mimaropa,3443
Northern Mindanao,5784
Soccsksargen,3580
Unknown,≤100
Western Visayas,10745
Zamboanga Peninsula,3455
