Location name,Amount spent (MYR)
Johor,708
Kedah,411
Kelantan,262
Kuala Lumpur,1262
Labuan,≤100
Malacca,193
Negeri Sembilan,259
Pahang,520
Penang,323
Perak,509
Perlis,≤100
Putrajaya,≤100
Sabah,569
Sarawak,616
Selangor,2129
Terengganu,336
Unknown,≤100
