Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
57544755889,Amnesty International Polska,Amnesty International Polska,2615,43
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,2445,14
178362315106,European Parliament,European Parliament,1657,12
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1466,20
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,1435,12
107898832590939,European Commission,European Commission,1266,6
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1148,35
108675458379147,Liczy się energia,Liczy się energia,1120,2
136884656519145,IOM Poland,International Organization for Migration,942,7
513969188677442,Compassion Polska,Compassion Polska,908,19
339855706171439,Dobra Fabryka,Dobra Fabryka,748,10
50063176484,TVN24,TVN,672,16
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,600,79
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,570,7
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,481,9
228168274881,wysokieobcasy,wysokieobcasy,466,9
203627442993022,Portal Oświatowy,Wiedza i Praktyka,437,6
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,431,28
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,422,11
133482470024453,Newsweek Polska,Newsweek Polska,385,7
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",360,15
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,336,3
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,328,8
108228794910894,OdNowa,Stowarzyszenie OdNowa RP,323,1
1683534065241470,OKO.press,OKO.press,313,58
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,306,8
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,294,1
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,270,9
1190568991079766,Polska za życiem,Fundacja Instytut Na Rzecz Kultury Prawnej Ordo Iuris,263,1
142218132483199,Kasa Stefczyka,Kasa Stefczyka,258,5
104921858016507,Dzień Dobry Podatki,Michał Wilk,256,9
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,240,12
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,232,14
475584852475176,Pozytron,Bartłomiej Jan Ginter,231,9
173086948664,Infor.pl,Infor.pl,225,11
