Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
399210657232918,PlanBørnefonden,PlanBørnefonden,6911,36
104544224264943,3F Transport,3F Transport,6194,4
12860228293,Politiken,Politiken,5902,43
26458152911,SOS Børnebyerne,SOS Børnebyerne,5879,25
121570596369,CARE Danmark,CARE i Danmark,4704,47
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3469,29
65929129383,Røde Kors,Røde Kors,3214,27
59143726810,Psykiatrifonden,Psykiatrifonden,3098,9
304554445813,Videncentret Bolius,Videncentret Bolius,2888,18
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,2364,3
748887235210811,Obton Forvaltning A/S,Obton A/S,2088,13
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,2059,43
12787473132,Berlingske,Berlingske,1828,26
110321008383861,Red Barnets landsindsamling,Red Barnet,1778,134
1029970060346902,EWII,EWII A/S,1553,2
55365680705,Greenpeace Danmark,Greenpeace Danmark,1526,29
125934997444897,SuperBrugsen,Coop,1490,4
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1443,17
12212835049,Syddansk Universitet – University of Southern Denmark,Syddansk Universitet,1372,14
867877683280051,Weekendavisen,Weekendavisen,1290,18
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,1223,5
133707013355759,Danner,Danner,1106,2
126543540781090,Ældre Sagen,Ældre Sagen,1076,21
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1056,18
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,1007,56
20303574131,Nationalmuseet,Nationalmuseet,995,9
167891603415958,Lederne,Lederne,977,17
182121298931589,Odense Kommune,Odense Kommune,958,3
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,881,18
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,861,4
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,769,8
102154048301476,Lederstof.dk,Lederne,740,20
246977185497434,Plastic Change,Plastic Change,705,19
304554445813,Videncentret Bolius,Bolius,690,3
