Location name,Amount spent (JPY)
Aichi Prefecture,98935
Akita Prefecture,2235
Aomori Prefecture,2093
Chiba Prefecture,18540
Ehime Prefecture,3065
Fukui Prefecture,4383
Fukuoka Prefecture,40527
Fukushima Prefecture,3518
Gifu Prefecture,4791
Gunma Prefecture,4826
Hiroshima Prefecture,6967
Hokkaido,12003
Hyōgo Prefecture,18109
Ibaraki Prefecture,6967
Ishikawa Prefecture,3530
Iwate Prefecture,2944
Kagawa Prefecture,3020
Kagoshima Prefecture,2877
Kanagawa Prefecture,38249
Kumamoto Prefecture,5023
Kyoto Prefecture,10181
Kōchi Prefecture,1281
Mie Prefecture,4883
Miyagi Prefecture,12376
Miyazaki Prefecture,2266
Nagano Prefecture,5295
Nagasaki Prefecture,7218
Nara Prefecture,4064
Niigata Prefecture,5289
Okayama Prefecture,6376
Okinawa Prefecture,7517
Osaka Prefecture,31518
Saga Prefecture,3177
Saitama Prefecture,19114
Shiga Prefecture,4668
Shimane Prefecture,1966
Shizuoka Prefecture,10887
Tochigi Prefecture,4500
Tokushima Prefecture,2258
Tokyo,85791
Tottori Prefecture,1215
Toyama Prefecture,2727
Unknown,≤100
Wakayama Prefecture,2316
Yamagata Prefecture,2489
Yamaguchi Prefecture,3260
Yamanashi Prefecture,2106
Ōita Prefecture,3599
