Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),38173,41
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,37419,214
693907914395620,良杯製所 Oolab,良杯製所 Oolab,14016,9
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,9641,2
106801464127093,目目非營利 MUVE NPO,目目非營利,8270,20
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,7794,17
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,6767,14
343251481955,靖娟兒童安全文教基金會-守護寶貝每一天,靖娟兒童安全文教基金會-守護寶貝每一天,4689,4
219315794887869,聯合報,聯合報股份有限公司,4193,34
177161918975981,基督教芥菜種會,基督教芥菜種會,4117,19
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,3926,1
246517878713911,劉家昌,勇勳沈,3795,1
852685611414333,財團法人中華民國證券暨期貨市場發展基金會,財團法人中華民國證券暨期貨市場發展基金會,2964,2
152479095435700,茶樹莊園 Tea Tree Garden,花仙子 Farcent,2575,3
286487218798,遠見雜誌,遠見雜誌,2494,5
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,2488,1
148513668543221,地球公民基金會,地球公民基金會,2339,16
167913323845559,FNG世代設計｜為了下一代而設計,FNG世代設計｜為了下一代而設計,2330,9
211730475524462,大陸委員會,大陸委員會,2325,5
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2064,17
277223962685223,Nespresso.TWN,Nespresso.TWN,2024,12
390569611008641,願景工程基金會 Vision Project,願景工程基金會,2017,46
1212271885604995,社團法人愛的延續公益協會,社團法人愛的延續公益協會,1878,1
101176989480437,九槍 And Miles to Go Before I Sleep,九槍 And Miles to Go Before I Sleep,1871,6
650500068416528,無國界醫生 / Médecins Sans Frontières (MSF),無國界醫生 / Médecins Sans Frontières (MSF),1863,4
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1624,23
186593071836,商業周刊（商周.com）,商業周刊（商周.com）,1584,1
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1522,4
104624290080479,張育美,翊斌黃,1265,5
628210660663641,自由時報地產天下,自由時報地產天下,1182,1
107061308725353,京華廣場頂級商辦園區,京華廣場頂級商辦園區,1149,18
107967864993250,SOGA STOP！,財團法人隆中向上教育基金會,1059,3
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1036,13
748193915263885,羅廷瑋,大銘阮,1027,1
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,1008,14
436843193180529,Unipapa,Unipapa,963,20
267210596804238,啟德機械起重工程-股公司,鈺梅蔡,926,3
191690867518507,江啟臣,江啟臣,903,4
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,892,2
1855418728011324,鏡週刊,鏡週刊,869,4
158025223269,今周刊,今周刊,863,6
327941870899267,元智大學 i Life,元智大學 i Life,815,1
107561193936634,南投小鋼炮曾琮愷,歷軒郭,801,2
164483516927300,張景嵐,張景嵐,779,1
1649151078446134,卓冠廷,冠廷卓,767,22
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,759,5
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,754,5
1890263611238474,陳冠廷 Kuan-Ting Chen,陳冠廷,746,1
124616330906800,東森新聞,These ads ran without a disclaimer,738,1
188358792124,聯經出版,聯經出版,733,3
779960838880307,蔡蕥鍹,蕥鍹 蔡,709,1
1787630811500182,臺中市政府交通局,臺中市政府交通局,682,1
212090818831990,黃敬平,黃敬平,679,1
108484559225077,何博文 Ho Po-wen,何博文 Ho Po-wen,678,3
791870507594526,利樂創新界,利樂創新界,666,17
235679595900,民視新聞,民視新聞,617,5
1587628301470657,林沛祥,沛祥林,599,1
291116504367985,張秀華粉絲團,張秀華粉絲團,594,1
1549881451947136,林筱淇,筱淇 林,582,3
368820985964,台灣伴侶權益推動聯盟,台灣伴侶權益推動聯盟,555,3
189061482332,張嘉郡,嘉郡張,552,1
449156429152075,麻吉理財顧問公司,黃詩凭,550,1
283023849262,台灣同志諮詢熱線協會,台灣同志諮詢熱線協會,540,3
1621835121361449,陳超明-阿明哥粉絲團,超明 陳,538,2
106265361106594,海鼎離岸風電計畫 Formosa III,毛潔瑜,535,1
101324348112899,台灣好鄰居協會,社團法人台灣好鄰居協會,529,2
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,524,4
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,523,1
174567875906128,Epson,台灣愛普生科技股份有限公司,515,4
113115841660729,廖偉翔,偉翔廖,499,4
794188814045662,新業建設 Hsinyeh,新業建設股份有限公司,482,1
175549807657,台達基金會,台達基金會,467,4
103434156355638,船井生醫,These ads ran without a disclaimer,465,1
102411719983,舒翠玲,翠玲 舒,463,1
106884252092730,恆好玩｜永續行動平台,恆好玩｜永續行動平台,462,5
1627016040846724,謝志忠　幫您講話,志忠 謝,459,1
263363557936080,罷免王浩宇5.0之WeCare台灣,罷免王浩宇5.0之WeCare台灣,455,1
107478432346054,郭台銘+1,Kaiwun Lin,425,5
105480595733926,理鴻法律事務所 K&L Attorneys at Law,理鴻法律事務所,407,3
725501890978632,游淑慧 台北市議員,游淑慧,404,1
743100072477291,台中市議員何文海,文海 何,400,2
113143690600297,Ciao Italia,These ads ran without a disclaimer,383,1
101297638763256,識媒體,識媒體,375,6
