Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
150229055012487,UNICEF Paraguay,UNICEF Paraguay,1787333,3
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,1153531,18
325540631525675,En La Tecla,En la Tecla,751298,8
102963512483270,PyElige,PY Elige,677566,5
102266292553995,Sucia Política,Diego Ricardo Ramírez,636532,6
196599783696918,Efrain Alegre,Efrain Alegre,621272,6
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,484785,6
241512319274531,Sixto Pereira,Sixto Pereira,473191,3
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,319747,8
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,287901,13
102467002671611,Jorge Heisecke,Jorge Heisecke,276547,2
103771265752808,Vysokolán,Stephan Vysokolán,256223,1
1408670452551206,Rodrigo Gamarra,Rodrigo Daniel Gamarra Krayacich,165678,2
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,153734,2
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,137634,4
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,127166,3
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,104516,2
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,92812,1
100445112671378,Fernando Camacho Senador 2023,Norma Graciela Ávalos Lezcano,91352,2
517426394969535,Ricardo Canese,Ricardo Canese,86826,4
1151984808290856,Hugo Portillo,Hugo Portillo,80963,4
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,71728,4
1468570519872644,Santiago Peña,PRANA SA,65959,1
103373961784268,Giani Ramírez,Giani Ramírez,64734,1
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,59644,2
725834240910220,Noticiero Paraguay,Noticiero Paraguay,58974,3
108232338616875,María Stela Invernizzi,Alejandro David Fernandez Silva,54466,1
102443492579504,Elvio Caballero.,Elvio Caballero.,51742,1
111967891694362,Osmar Ferreira,IMAGEN DE GOBIERNO,50331,2
106721948731693,Prof. Aldo Centurión López,Prof. Aldo Centurión López,48407,1
108824810612735,Ing. Jorge Palazón,Jorge Palazon,42389,5
108839041769929,José López 2023,Hugo Alfonso Aquino Diaz,40276,2
153958777947957,Paulo Reichardt,Paulo Reichardt,39903,2
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,38181,4
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,35139,1
1391426980934349,Arnaldo Barreto,Ricky Andreoni Acosta,34472,1
118890043360348,Pedro Santa Cruz,Pedro Arthuro Santa Cruz Insaurralde,34441,3
495567100804506,Tito 2023,Federico Rafael Vergara Aguero,31631,1
110042318505775,Zenaida tú Senadora,Zenaida tú Senadora,30063,5
161156667809582,Leo Rubin,Leo Rubín,29283,2
945217102186450,Vidal Vázquez,Miguel Acosta Benitez,29283,1
104163249192265,Arnold Goossen Senador,Arnold Goossen Senador,28453,4
507563776337962,Italo Da Rosa,Kinter Fleitas,27917,1
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,27880,1
105704565507675,Andrés Fernández Concejal Dptal.,Cristhian Isaac Fretez Caceres,27716,1
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,27379,1
181461032397199,Billy Vaesken,Billy Vaesken,26650,3
110665567053224,DimartinoIntendente,Jorge Dimartino,26274,2
586900951991270,Ing. Richard Duarte,Richard David Duarte Quiñones,21962,2
108982768685910,Cynthia Rios Diputada,Wilson Armoa,21962,2
104456201144006,Alba Oviedo,Alba Nieve Oviedo De Torres,20325,1
100385868930919,Federico Wunderlich,DECIDE Movimiento Decisión Ciudadana y Democrática,19191,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,19049,1
125249971414945,Hugo Meza,Hugo Joel Meza,18672,2
101589739286507,Óscar González Senador,Maria Alejandra Correa Miño,17294,2
100265174952816,Cesarito Sosa,César Luis Sosa Fariña,16517,2
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,15912,1
124476131441330,Partido Hagamos,Partido Hagamos,15382,1
123892278310235,Eduardo Valiente,Rocio Soledad Martinez Larroza,15174,1
105181039022571,Alcides Samudio RAS Diputado,Rumildo Alcides Samudio Peña,15019,1
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,13556,1
176941749043831,YAMIL ESGAIB,Yamil Esgaib,13175,1
112692571431064,Jaime Samudio,Maria Irismar Armoa Diaz,12847,2
108956608577334,Gaspar Centurión,Gaspar Centurión,11962,2
109400298573862,Dr. Víctor Ocampos Gobernador Paraguarí,Victor Luis Ocampos Gómez,11732,1
101557432041474,Levi Leguizamón,Levi Leguizamón,11706,1
101694278594292,Nelson Cano,Eric Fabian Benitez,11679,1
107326631853562,Hugo Sosa Pasmor,Maria Alejandra Correa Miño,10995,1
222961017827862,Edgar Olmedo,Edgar Olmedo,10614,1
1480283795370502,Jorge Avalos Mariño Diputado Nacional,Omar Fretes,10420,1
102649292598442,Senador Hugo Richer,Senador Hugo Richer,10086,1
107686348789567,Alberto Ayala 123,Adan Alberto Ayala,9266,3
359307964420456,Terere Cómplice,Meli Olavarrieta,8662,1
107472138771407,Roque Avalos Concejal,Roque Jacinto Avalos Rojas,8485,1
102940895895901,Victor Herreros Gimenez,Victor Herreros,7530,2
446986732060546,ROSA BELLA - Senadora,Antonio Villalba Caceres,6953,1
107106825374681,Jesús Guapi,Jesús Fernando Guapi Narvaez,6000,1
599371683431175,Cooperativa Cumbre de la Cordillera,Cooperativa Cumbre de la Cordillera,4759,1
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,4492,1
646939832039958,Hugo Ibarra - Diputado Nacional,Eladio Ortiz Gayoso,4382,2
106493971887575,Zurda Social Media,Zurda Social Media,3852,1
112013680926673,Fabiola Galeano,Fabiola Galeano,2138,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,1245,1
111275955149206,Programa de ligereza y sabor express,These ads ran without a disclaimer,1035,2
338109312883186,China Xinhua News,These ads ran without a disclaimer,1026,1
1623035814584075,Eppendorf do Brasil,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
106155822122127,Bindi.World,These ads ran without a disclaimer,≤100,1
112156883567966,Dr. Luis Lizama,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
102916809366515,Rosito Dinero Music,These ads ran without a disclaimer,≤100,1
637770583015153,BriCole,These ads ran without a disclaimer,≤100,1
102784439372123,Planet Fights,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
197074680394276,ExpoForest,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
