Location name,Amount spent (USD)
Alabama,8093
Alaska,4482
American Samoa,≤100
Arizona,20245
Arkansas,5350
California,104210
Colorado,15472
Connecticut,9030
Delaware,2196
Florida,49391
Georgia,21386
Guam,121
Hawaii,3313
Idaho,6787
Illinois,31956
Indiana,16130
Iowa,7701
Kansas,6834
Kentucky,8159
Louisiana,8704
Maine,3965
Maryland,17535
Massachusetts,20349
Michigan,24132
Minnesota,11475
Mississippi,4660
Missouri,14765
Montana,2342
Nebraska,3264
Nevada,5661
New Hampshire,3623
New Jersey,19815
New Mexico,5878
New York,52119
North Carolina,24464
North Dakota,1352
Northern Mariana Islands,≤100
Ohio,25772
Oklahoma,9415
Oregon,16139
Pennsylvania,28756
Puerto Rico,≤100
Rhode Island,2364
South Carolina,9097
South Dakota,1431
Tennessee,15345
Texas,70612
Unknown,≤100
Utah,7722
Vermont,2165
Virgin Islands (U.S.),≤100
Virginia,24081
Washington,19995
"Washington, District of Columbia",9107
West Virginia,4182
Wisconsin,15855
Wyoming,1186
