Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,7574,6
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,5365,2
339506493370193,Richard Sander,Richard Saul Sander Darín,688,3
857096944310280,Ismael Blanco,Ismael Blanco Martino,592,1
1013323835449673,Inddhhuruguay,INDDHH Uruguay,453,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,306,3
933054216858962,PCU Departamental Maldonado,PCU Departamental Maldonado,114,1
1013323835449673,Inddhhuruguay,Lucía Ines Scrigna Batlle,109,2
106265072180881,UruguaySi,Uruguay Si,≤100,1
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,1
102658895494661,Irene Gonçalvez Mautone,Irene Gonçalvez Mautone,≤100,1
674510629327594,Progreso Al Día,These ads ran without a disclaimer,≤100,1
107680212029365,Todos Por Río Negro,Alejandro Matias Roverano Ayala,≤100,1
757800850949991,Federico Gagliardo,These ads ran without a disclaimer,≤100,1
105209054686585,marioguzman_arg,These ads ran without a disclaimer,≤100,1
703914436407517,Destino Piriapolis,These ads ran without a disclaimer,≤100,1
101083206132508,accesyble,These ads ran without a disclaimer,≤100,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,≤100,1
698974256785676,Bayer Cono Sur,These ads ran without a disclaimer,≤100,1
109076095187370,Youthoppia,These ads ran without a disclaimer,≤100,1
