Location name,Amount spent (TWD)
Changhua,8281
Chiayi,1773
Hsinchu,5291
Hsinchu City,7353
Hualien,3238
Kaohsiung,31475
Keelung City,5178
Kinmen,482
Lienchiang,≤100
Miaoli,4127
Nantou,3112
New Taipei City,49939
Penghu,815
Pingtung,6147
Taichung,35255
Tainan,19410
Taipei,38008
Taitung,1859
Taoyuan City,28892
Unknown,3685
Yilan,3213
Yunlin,4620
