Location name,Amount spent (EUR)
Harju County,9991
Hiiu County,122
Ida-Viru County,813
Järva County,445
Jõgeva County,323
Lääne County,448
Lääne-Viru County,559
Pärnu County,893
Põlva County,341
Rapla County,432
Saare County,516
Tartu County,2872
Unknown,≤100
Valga County,362
Viljandi County,661
Võru County,463
