Location name,Amount spent (VEF)
Amazonas,119999
Anzoátegui,14788575
Apure,500000
Aragua,17465538
Barinas,1082542
Bolívar (state),16031774
Capital District,4670142
Carabobo,16401114
Cojedes,501275
Delta Amacuro,250000
Falcón,1001275
Guárico,830044
Lara,3878089
Miranda (state),17136198
Monagas,918768
Mérida,15607434
Nueva Esparta,1251275
Portuguesa,1001275
Sucre,808769
Trujillo,842544
Táchira,4503825
Unknown,≤100
Vargas,437497
Yaracuy,1001275
Zulia,50324442
