Location name,Amount spent (NZD)
Auckland Region,2710
Bay of Plenty Region,405
Canterbury,657
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,244
Manawatu-Wanganui,287
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,287
Otago,233
Southland,107
Taranaki,140
Tasman District,≤100
Unknown,≤100
Waikato,526
Wellington Region,474
West Coast,≤100
