Location name,Amount spent (VEF)
Amazonas,52500
Anzoátegui,5806981
Apure,518644
Aragua,3743427
Barinas,4018476
Bolívar (state),1705999
Capital District,15869289
Carabobo,11649986
Cojedes,469999
Delta Amacuro,105000
Falcón,1619998
Guárico,639999
Lara,8983911
Miranda (state),4250000
Monagas,3609996
Mérida,5500000
Nueva Esparta,4250000
Portuguesa,1750000
Sucre,733479
Trujillo,750000
Táchira,8577490
Unknown,≤100
Vargas,1250000
Yaracuy,1250000
Zulia,13649984
