Page ID,Page name,Disclaimer,Amount spent (PGK),Number of ads in Library
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
102240822781031,aboriginalwarfare,These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,1
136515966360349,BBTV,These ads ran without a disclaimer,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,1
