Location name,Amount spent (MYR)
Johor,357
Kedah,201
Kelantan,131
Kuala Lumpur,618
Labuan,≤100
Malacca,131
Negeri Sembilan,128
Pahang,213
Penang,176
Perak,261
Perlis,≤100
Putrajaya,≤100
Sabah,358
Sarawak,436
Selangor,830
Terengganu,119
Unknown,≤100
