Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,1764275
Apure,501350
Aragua,5266802
Barinas,1908961
Bolívar (state),2370624
Capital District,4035385
Carabobo,13880729
Cojedes,472500
Delta Amacuro,≤100
Falcón,1007813
Guárico,800605
Lara,2246268
Miranda (state),1611462
Monagas,757813
Mérida,1637499
Nueva Esparta,677500
Portuguesa,932812
Sucre,577021
Trujillo,760718
Táchira,3076461
Unknown,≤100
Vargas,750000
Yaracuy,756463
Zulia,17027573
