Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,1062954,20
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,1054195,2
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,951769,26
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,837542,13
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,831264,9
104279312601359,Sumamos,Sumamos,803430,1
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,588432,7
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,587986,2
251292808253299,Canadian College,Canadian College,387465,15
512529829193821,Julian Montoya,These ads ran without a disclaimer,346915,1
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,313596,11
1115184931884092,Albert Corredor,Albert Yordano Corredor Bustamante,298748,5
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,263859,16
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,256239,52
1896813010334035,Secretaría de Educación de Barranquilla,Secretaría de Educación de Barranquilla,238908,5
108827338788235,Por la defensa de Cali,Por La Defensa De Cali,232479,2
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,227170,2
387621548286709,Gustavo Gallego,Gustavo Adolfo Gallego Aristizabal,220422,2
104468561432859,Alexander Castro,Alexander Castro,217644,12
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,209409,1
100232346317619,David Enrique Arango Quintana,David Enrique Arango Quintana,205861,32
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,196446,3
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,193652,4
398583357661790,Papo Amín,Papo Amín,171176,4
643513979193133,Unidos por Beatriz,Neuma,133243,6
162949777243451,Andrés Julián,Andrés Julián Rendon,131743,2
101170393279528,Rodrigo Villalba Mosquera,Martha Diaz,131277,2
184284351706738,Lotería de Bogotá,Lotería de Bogotá,122339,1
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,108878,6
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,108343,6
391099551688976,Manuel Correa,Manuel Correa,106904,3
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,94524,15
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,92220,9
