Location name,Amount spent (TRY)
Adana Province,1684
Adıyaman Province,242
Afyonkarahisar Province,320
Aksaray Province,153
Amasya Province,≤100
Ankara Province,2620
Antalya Province,2011
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,431
Ağrı Province,≤100
Balıkesir Province,536
Bartın Province,≤100
Batman Province,230
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,139
Burdur Province,≤100
Bursa Province,1408
Denizli Province,411
Diyarbakır Province,545
Düzce Province,165
Edirne Province,360
Elazığ Province,183
Erzincan Province,≤100
Erzurum Province,190
Eskişehir Province,1345
Gaziantep Province,1022
Giresun Province,189
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1202
Isparta Province,168
Istanbul Province,8861
Iğdır Province,≤100
Kahramanmaraş Province,561
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,113
Kayseri Province,711
Kilis Province,≤100
Kocaeli Province,504
Konya Province,709
Kütahya Province,161
Kırklareli Province,136
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,336
Manisa Province,521
Mardin Province,262
Mersin Province,1002
Muğla Province,431
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,127
Ordu Province,340
Osmaniye Province,292
Rize Province,131
Sakarya Province,193
Samsun Province,593
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,165
Tekirdağ Province,404
Tokat Province,168
Trabzon Province,321
Tunceli Province,≤100
Unknown,≤100
Uşak Province,154
Van Province,188
Yalova Province,≤100
Yozgat Province,156
Zonguldak Province,216
Çanakkale Province,257
Çankırı Province,≤100
Çorum Province,235
İzmir Province,3472
Şanlıurfa Province,540
Şırnak Province,122
