Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1174
Bicol Region,4823
Cagayan Valley,3457
Calabarzon,21906
Caraga,2504
Central Luzon,12852
Central Visayas,8505
Cordillera Administrative Region,2218
Davao Region,5120
Eastern Visayas,5052
Ilocos Region,5317
Metro Manila,25859
Mimaropa,2864
Northern Mindanao,7222
Soccsksargen,4048
Unknown,≤100
Western Visayas,14345
Zamboanga Peninsula,4227
