Location name,Amount spent (TRY)
Adana Province,3786
Adıyaman Province,≤100
Afyonkarahisar Province,164
Aksaray Province,183
Amasya Province,124
Ankara Province,3979
Antalya Province,1804
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,455
Ağrı Province,≤100
Balıkesir Province,807
Bartın Province,≤100
Batman Province,129
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,126
Burdur Province,≤100
Bursa Province,1483
Denizli Province,370
Diyarbakır Province,253
Düzce Province,154
Edirne Province,121
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,256
Eskişehir Province,2450
Gaziantep Province,547
Giresun Province,166
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,461
Isparta Province,164
Istanbul Province,9553
Iğdır Province,≤100
Kahramanmaraş Province,221
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,369
Kilis Province,≤100
Kocaeli Province,812
Konya Province,828
Kütahya Province,128
Kırklareli Province,111
Kırıkkale Province,156
Kırşehir Province,≤100
Malatya Province,123
Manisa Province,1231
Mardin Province,145
Mersin Province,1144
Muğla Province,490
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,354
Osmaniye Province,111
Rize Province,≤100
Sakarya Province,159
Samsun Province,483
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,122
Tekirdağ Province,342
Tokat Province,291
Trabzon Province,232
Tunceli Province,≤100
Unknown,≤100
Uşak Province,136
Van Province,135
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,203
Çanakkale Province,288
Çankırı Province,≤100
Çorum Province,106
İzmir Province,3236
Şanlıurfa Province,269
Şırnak Province,≤100
