Location name,Amount spent (THB)
Amnat Charoen,≤100
Ang Thong,≤100
Ayutthaya,375
Bangkok,6964
Bueng Kan,≤100
Buriram,194
Chachoengsao,149
Chai Nat,≤100
Chaiyaphum,120
Chanthaburi,101
Chiang Mai,435
Chiang Rai,425
Chon Buri,384
Chumphon,269
Kalasin,131
Kamphaeng Phet,≤100
Kanchanaburi,211
Khon Kaen,324
Krabi,387
Lampang,136
Lamphun,≤100
Loei,≤100
Lop Buri,115
Mae Hong Son,≤100
Maha Sarakham,177
Mukdahan,≤100
Nakhon Nayok,≤100
Nakhon Pathom,288
Nakhon Phanom,≤100
Nakhon Ratchasima,404
Nakhon Sawan,167
Nakhon Si Thammarat,1874
Nan,≤100
Narathiwat,145
Nong Bua Lam Phu,≤100
Nong Khai,≤100
Nonthaburi,493
Pathum Thani,438
Pattani,164
Phangnga,148
Phatthalung,441
Phayao,≤100
Phetchabun,110
Phetchaburi,510
Phichit,155
Phitsanulok,1429
Phrae,≤100
Phuket,236
Prachin Buri,103
Prachuap Khiri Khan,348
Ranong,101
Ratchaburi,210
Rayong,180
Roi Et,286
Sa Kaeo,≤100
Sakon Nakhon,144
Samut Prakan,324
Samut Sakhon,380
Samut Songkhram,≤100
Saraburi,125
Satun,137
Sing Buri,≤100
Sisaket,186
Songkhla,828
Sukhothai,≤100
Suphan Buri,144
Surat Thani,5434
Surin,178
Tak,121
Trang,473
Trat,≤100
Ubon Ratchathani,295
Udon Thani,189
Unknown,≤100
Uthai Thani,≤100
Uttaradit,≤100
Yala Province,148
Yasothon,230
