Location name,Amount spent (JPY)
Aichi Prefecture,20124
Akita Prefecture,1514
Aomori Prefecture,1790
Chiba Prefecture,23763
Ehime Prefecture,2226
Fukui Prefecture,1519
Fukuoka Prefecture,44758
Fukushima Prefecture,2924
Gifu Prefecture,4897
Gunma Prefecture,3247
Hiroshima Prefecture,6143
Hokkaido,8368
Hyōgo Prefecture,15777
Ibaraki Prefecture,4992
Ishikawa Prefecture,2219
Iwate Prefecture,1617
Kagawa Prefecture,2090
Kagoshima Prefecture,2271
Kanagawa Prefecture,40650
Kumamoto Prefecture,6712
Kyoto Prefecture,8906
Kōchi Prefecture,1248
Mie Prefecture,4432
Miyagi Prefecture,8867
Miyazaki Prefecture,1986
Nagano Prefecture,4411
Nagasaki Prefecture,3758
Nara Prefecture,2810
Niigata Prefecture,3293
Okayama Prefecture,3332
Okinawa Prefecture,4647
Osaka Prefecture,25263
Saga Prefecture,3193
Saitama Prefecture,18078
Shiga Prefecture,4123
Shimane Prefecture,1351
Shizuoka Prefecture,8380
Tochigi Prefecture,3644
Tokushima Prefecture,1210
Tokyo,63155
Tottori Prefecture,861
Toyama Prefecture,1679
Unknown,≤100
Wakayama Prefecture,1592
Yamagata Prefecture,2108
Yamaguchi Prefecture,1960
Yamanashi Prefecture,1436
Ōita Prefecture,3399
