Location name,Amount spent (AUD)
Australian Capital Territory,1064
Jervis Bay Territory,≤100
New South Wales,51121
Northern Territory,658
Queensland,13430
South Australia,6549
Tasmania,1655
Unknown,≤100
Victoria,14106
Western Australia,5801
