Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,2520
Bicol Region,11698
Cagayan Valley,8026
Calabarzon,50189
Caraga,4954
Central Luzon,34379
Central Visayas,17953
Cordillera Administrative Region,4376
Davao Region,11126
Eastern Visayas,9336
Ilocos Region,14288
Metro Manila,66379
Mimaropa,6667
Northern Mindanao,11425
Soccsksargen,9023
Unknown,≤100
Western Visayas,19736
Zamboanga Peninsula,6443
