Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
107217383988190,מגזין אפוק,Epoch Magazine,4087,42
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,3005,87
500238833397356,ציפי ברנד,ציפי ברנד,2473,33
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,2438,3
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1873,5
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,1642,12
236414273781369,"השכלה פיננסית חינם בוועידת הנדל""ן",These ads ran without a disclaimer,1549,1
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1120,5
204780362875106,מקור ראשון,מקור ראשון,1119,31
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,1032,9
1073548259341247,לובי 99,לובי 99,1024,2
115456451553737,יונה יהב,יונה יהב,996,8
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,987,24
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,876,4
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,857,6
2072612056303907,مصعب عادل دخان - Musab Adel Dukhan,مصعب عادل دخان - Musab Adel Dukhan,816,4
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,803,8
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,774,3
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,759,24
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,724,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",683,31
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,623,2
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,599,6
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,595,5
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,548,5
110666185245278,יעלה - דרך חדשה לראשות מ.א. מגידו,יעלה - דרך חדשה לראשות מ.א. מגידו,516,1
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,512,1
117177111377152,Шломи Лахьяни,שלומי לחיאני,486,1
377161539406940,רפי סער,רפי סער,474,2
107110828789769,רוני בריק,רוני בריק,465,1
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,456,5
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,449,4
107271768812957,Q4Israel - הרבעון הרביעי,Q4Israel - הרבעון הרביעי,435,6
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,423,10
112848572066805,מחאת ההייטק,מחאת ההייטק,408,7
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,400,2
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,360,6
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,348,1
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,346,3
124894077550811,ישראל חופשית,ישראל חופשית,344,4
105696862520128,עדי נאמן לראשות באר טוביה,עדי נאמן,335,5
119840381061499,אוהד שגב,אוהד שגב,326,4
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,320,6
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,297,1
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",297,11
110218465442225,אורן חזן - ראש עיר חזק לאריאל,אורן חזן,291,3
221429664638160,קדמה,קדמה,284,8
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,279,21
2241550506131359,שמואל בוקסר,שמואל בוקסר,276,2
182055351857379,"שח""ם - ארגון השחקנים והשחקניות בישראל","שח""ם - ארגון השחקנים בישראל",274,1
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,266,5
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,263,3
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,263,2
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,שלומי קדוש חבר מועצת העיר קרית ים,262,4
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,258,1
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,257,4
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,254,2
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",254,8
1477479039147346,شريف زعبي,شريف زعبي,254,2
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,250,4
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",231,7
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,220,1
116031104824063,ניב ויזל,ניב ויזל,211,8
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,207,7
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",204,8
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,204,1
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,200,28
175285029214345,הציונות הדתית,ציונות דתית,198,2
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,189,3
109942118684738,אילנה נג׳ר - חברת מועצת העיר בת ים,אילנה נג׳ר - חברת מועצת העיר בת ים,183,4
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,183,5
105744449044010,Алон Азулай,Алон Азулай,183,1
276364932900823,יוני חכימי לראשות פרדס חנה כרכור,יוני חכימי לראשות פרדס חנה כרכור,183,4
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,182,2
542570405790244,יהודה מורדי - Yehuda Moradi,מורדי יהודה,181,1
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,داني عطار لرئاسة المجلس الإقليمي جلبوع,181,6
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,178,1
219091481560790,מרים פיירברג - איכר,נתניה אחת,177,1
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,174,1
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,173,2
106895605678077,מחאת המילואימניקים,מילואימניקים,172,1
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,169,9
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,167,3
134470763282957,European Union in Israel,European Union in Israel,166,3
518230731522883,Laura Wharton לורה ורטון,Laura Wharton לורה ורטון,161,3
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,160,2
101499376186375,עפרי רביב,עפרי רביב,160,10
171948013605622,יצחק מירון תנופה לעפולה,Tnufaleafula,156,2
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי - Meital Lehavi,156,2
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,155,2
105012199576859,E-srael,E-srael,153,2
1029616787159895,יהודה דואה - הבחירה הנכונה לראשות המועצה,יהודה דואה - הבחירה הנכונה לראשות המועצה,153,5
124191360932729,התעוררות בירושלים,התעוררות בירושלים,153,6
213683622308164,עמיחי בן שלוש - Amihai Ben Shlush,עמיחי בן שלוש - Amihai Ben Shlush,147,2
108220028402956,هيثم طه - رئيس بلدية كفر قاسم القادم بإذن الله,هيثم طه - رئيس بلدية كفر قاسم القادم بإذن الله,147,1
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',143,2
512355185513534,ראש העיר מיכאל וידל,מיכאל וידל - הדף הרשמי,142,3
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,140,23
143563882388180,עיריית אשקלון,עיריית אשקלון,140,1
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,138,4
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,137,1
105882429103143,ערן פרלמן לראשות העיר הוד השרון,ערן פרלמן,136,4
189543984502825,משה קונינסקי,משה קונינסקי,135,2
104783631865965,תלם,קרן ברל כצנלסון,134,16
531891887148785,הראל שהם - Harel shoham,הראל שהם - Harel shoham,132,4
103069056049581,שלום ישראל אלבז- shalom israel elbaz,יחסי ציבור,130,5
561328147655037,רחובות חופשית,רחובות חופשית,129,2
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,128,3
105910348941254,Dubai Aqar,These ads ran without a disclaimer,127,1
115411601520704,מיכל עוזיהו לראשות המועצה האזורית  אשכול,מיכל פלג עוזיהו,126,2
