Location name,Amount spent (CLP)
Antofagasta Region,49364
Araucanía Region,66914
Arica y Parinacota Region,8300
Atacama Region,23594
Aysén Region,9154
Bío Bío Region,103691
Coquimbo Region,61342
Los Lagos Region,31314
Los Ríos Region,23003
Magallanes y la Antártica Chilena Region,18691
Maule Region,43283
O'Higgins Region,54365
Santiago Metropolitan Region,832296
Tarapacá Region,31099
Unknown,≤100
Valparaíso Region,142310
