Location name,Amount spent (JPY)
Aichi Prefecture,39628
Akita Prefecture,6571
Aomori Prefecture,5409
Chiba Prefecture,32793
Ehime Prefecture,5747
Fukui Prefecture,4232
Fukuoka Prefecture,48575
Fukushima Prefecture,7249
Gifu Prefecture,13520
Gunma Prefecture,10827
Hiroshima Prefecture,14241
Hokkaido,27577
Hyōgo Prefecture,27333
Ibaraki Prefecture,12776
Ishikawa Prefecture,6013
Iwate Prefecture,5299
Kagawa Prefecture,5549
Kagoshima Prefecture,6022
Kanagawa Prefecture,69302
Kumamoto Prefecture,10620
Kyoto Prefecture,16402
Kōchi Prefecture,2592
Mie Prefecture,8506
Miyagi Prefecture,16390
Miyazaki Prefecture,4919
Nagano Prefecture,10658
Nagasaki Prefecture,7563
Nara Prefecture,7439
Niigata Prefecture,9362
Okayama Prefecture,16442
Okinawa Prefecture,11394
Osaka Prefecture,50693
Saga Prefecture,5500
Saitama Prefecture,38792
Shiga Prefecture,7268
Shimane Prefecture,4981
Shizuoka Prefecture,17973
Tochigi Prefecture,7952
Tokushima Prefecture,3159
Tokyo,106092
Tottori Prefecture,2231
Toyama Prefecture,4911
Unknown,≤100
Wakayama Prefecture,4751
Yamagata Prefecture,5206
Yamaguchi Prefecture,5828
Yamanashi Prefecture,4102
Ōita Prefecture,8292
