Location name,Amount spent (BRL)
Acre (state),592
Alagoas,2164
Amapá,696
Amazonas,3678
Bahia,8066
Ceará,7722
Espírito Santo,5104
Federal District,2741
Goiás,4630
Maranhão,5786
Mato Grosso,3421
Mato Grosso do Sul,2438
Minas Gerais,17479
Paraná,8771
Paraíba,3012
Pará,8284
Pernambuco,6986
Piauí,2215
Rio Grande do Norte,2784
Rio Grande do Sul,13098
Rio de Janeiro (state),18165
Rondônia,1113
Roraima,760
Santa Catarina,6863
Sergipe,1596
São Paulo (state),36345
Tocantins,1036
Unknown,≤100
