Location name,Amount spent (PKR)
Azad Kashmir,658
Balochistan,1380
Federally Administered Tribal Areas,221
Gilgit-Baltistan,461
Islamabad Capital Territory,1732
Khyber Pakhtunkhwa,6713
Punjab,21008
Sindh,9329
Unknown,≤100
