Location name,Amount spent (CLP)
Antofagasta Region,50142
Araucanía Region,106676
Arica y Parinacota Region,34886
Atacama Region,15546
Aysén Region,7803
Bío Bío Region,196309
Coquimbo Region,86741
Los Lagos Region,56581
Los Ríos Region,25303
Magallanes y la Antártica Chilena Region,12599
Maule Region,62804
O'Higgins Region,99391
Santiago Metropolitan Region,612571
Tarapacá Region,25673
Unknown,206
Valparaíso Region,132950
