Location name,Amount spent (EUR)
Alytus County,464
Kaunas County,831
Klaipėda County,1010
Marijampolė County,126
Panevėžys County,236
Tauragė County,117
Telšiai County,340
Unknown,≤100
Utena County,370
Vilnius County,1514
Šiauliai County,342
