Location name,Amount spent (VND)
An Giang Province,403460
Bà Rịa–Vũng Tàu Province,243764
Bình Dương Province,660985
Bình Phước Province,204736
Bình Thuận Province,236656
Bình Định Province,178875
Bạc Liêu Province,158926
Bắc Giang Province,415641
Bắc Kạn Province,93282
Bắc Ninh Province,366402
Bến Tre Province,198009
Cao Bằng Province,164177
Cà Mau Province,252077
Cần Thơ,309062
Da Nang,229966
Gia Lai Province,304442
Haiphong,371351
Ho Chi Minh City,2281143
Hà Giang Province,213601
Hà Nam Province,211660
Hà Tĩnh Province,179144
Hòa Bình Province,166793
Hưng Yên Province,191986
Hải Dương Province,270379
Hậu Giang Province,111549
Khánh Hòa Province,289680
Kiên Giang Province,322124
Kon Tum Province,102577
Lai Châu Province,68462
Long An Province,434721
Lào Cai Province,224500
Lâm Đồng Province,288085
Lạng Sơn Province,280134
Nam Định Province,257187
Nghệ An Province,482376
Ninh Bình Province,235026
Ninh Thuận Province,118791
Phú Thọ Province,295618
Phú Yên Province,155470
Quảng Bình Province,140365
Quảng Nam Province,195655
Quảng Ngãi Province,162622
Quảng Ninh Province,203192
Quảng Trị Province,93106
Sóc Trăng Province,241948
Sơn La Province,403398
Thanh Hóa Province,719458
Thái Bình Province,358872
Thái Nguyên Province,366540
Thừa Thiên–Huế Province,205905
Tiền Giang Province,324061
Trà Vinh Province,212990
Tuyên Quang Province,265549
Tây Ninh Province,330801
Unknown,660
Vĩnh Long Province,164315
Vĩnh Phúc Province,270564
Yên Bái Province,226821
Điện Biên Province,185707
Đắk Lắk Province,351736
Đắk Nông Province,82131
Đồng Nai Province,642607
Đồng Tháp Province,320192
