Location name,Amount spent (ARS)
Buenos Aires,2072737
Catamarca,56619
Chaco,62397
Chubut,134252
Ciudad Autónoma de Buenos Aires,475318
Corrientes,18200
Córdoba,2255727
Entre Rios,157947
Formosa,15357
Jujuy,41083
La Pampa,105618
La Rioja,13592
Mendoza,69142
Misiones,58925
Neuquén,516950
Río Negro,65057
Salta,272146
San Juan,131219
San Luis,61415
Santa Cruz,6398
Santa Fe,627800
Santiago del Estero,15813
Tierra del Fuego,78146
Tucuman,64723
Unknown,≤100
