Location name,Amount spent (MYR)
Johor,1453
Kedah,949
Kelantan,609
Kuala Lumpur,2288
Labuan,144
Malacca,580
Negeri Sembilan,679
Pahang,674
Penang,636
Perak,1066
Perlis,148
Putrajaya,≤100
Sabah,1240
Sarawak,1166
Selangor,3812
Terengganu,678
Unknown,≤100
