Location name,Amount spent (NOK)
Akershus,5916
Aust-Agder,786
Buskerud,1881
Finnmark,576
Hedmark,1214
Hordaland,4437
Møre og Romsdal,1951
Nord-Trøndelag,1466
Nordland,1559
Oppland,1099
Oslo,9403
Rogaland,3292
Sogn og Fjordane,680
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3121
Telemark,1201
Troms,1164
Unknown,≤100
Vest-Agder,1913
Vestfold,1915
Østfold,2054
