Location name,Amount spent (TWD)
Changhua,11578
Chiayi,2396
Hsinchu,5831
Hsinchu City,8454
Hualien,4059
Kaohsiung,41497
Keelung City,4466
Kinmen,553
Lienchiang,≤100
Miaoli,5866
Nantou,5751
New Taipei City,56932
Penghu,895
Pingtung,10689
Taichung,44017
Tainan,27438
Taipei,46694
Taitung,3345
Taoyuan City,37144
Unknown,6376
Yilan,3719
Yunlin,6104
