Location name,Amount spent (BRL)
Acre (state),342
Alagoas,1600
Amapá,395
Amazonas,2241
Bahia,9832
Ceará,8355
Espírito Santo,1661
Federal District,1911
Goiás,4178
Maranhão,5210
Mato Grosso,2483
Mato Grosso do Sul,1770
Minas Gerais,9869
Paraná,6188
Paraíba,2359
Pará,3217
Pernambuco,6313
Piauí,2875
Rio Grande do Norte,2518
Rio Grande do Sul,9649
Rio de Janeiro (state),10524
Rondônia,1022
Roraima,1242
Santa Catarina,4341
Sergipe,2204
São Paulo (state),35564
Tocantins,1077
Unknown,≤100
