Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
703368406666619,Vox Populi HN,Vox Populi HN,2134,2
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,1462,5
114601521910,Jorge Aldana,Jorge  Aldana,985,5
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,810,1
108854322177699,Titanes de la Niñez,Con Mis Hijos No Te Metas HN,663,6
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,587,9
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,419,1
1392592317738074,Jorge Cálix,Jorge Cálix,419,2
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),329,3
486382251906084,Honduras El Pais,Diario El  Pais.hn,255,6
104599735671754,Goberna Honduras,Goberna Honduras,160,4
459107311130639,Dr. Luther Harry,Dr. Luther Harry,139,1
109459948457740,Gustavo Caceres Diputado,Gustavo Alberto Caceres Banegas,123,1
112529930493702,Democracia en Acción Hn,These ads ran without a disclaimer,119,1
1047750315359377,Tato Loucel,Edgardo  Hernan Loucel Aguilera,107,1
856012741442139,Ipas LAC,Astrid Leticia Aguilar Pinell,≤100,2
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,30
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,2
589718037712742,Marco Antonio Bhaday Chavez,Marco Antonio Bhaday Chavez,≤100,1
703368406666619,Vox Populi HN,These ads ran without a disclaimer,≤100,1
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,2
109121179159737,Grupo Bimbo,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,2
103532292462368,WIRED en español,These ads ran without a disclaimer,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,1
116704324641637,Fundacion De Búsqueda Y Rescate De Migrantes,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,1
113084254966376,Eddie Maestas,These ads ran without a disclaimer,≤100,1
303455713105608,Prensa Comunitaria,These ads ran without a disclaimer,≤100,1
