Location name,Amount spent (CAD)
Alberta,13288
British Columbia,11836
Manitoba,3314
New Brunswick,1922
Newfoundland and Labrador,724
Northwest Territories,≤100
Nova Scotia,1627
Nunavut,≤100
Ontario,24564
Prince Edward Island,257
Quebec,13791
Saskatchewan,2284
Unknown,≤100
Yukon,106
