Location name,Amount spent (USD)
Alabama,8770
Alaska,5440
American Samoa,≤100
Arizona,17843
Arkansas,4644
California,105223
Colorado,29597
Connecticut,10252
Delaware,2299
Florida,68899
Georgia,23614
Guam,≤100
Hawaii,3105
Idaho,6350
Illinois,50438
Indiana,18186
Iowa,7843
Kansas,7062
Kentucky,10563
Louisiana,12384
Maine,6928
Maryland,19480
Massachusetts,15148
Michigan,36558
Minnesota,17600
Mississippi,5564
Missouri,21190
Montana,3891
Nebraska,5637
Nevada,9634
New Hampshire,3314
New Jersey,25067
New Mexico,4345
New York,129786
North Carolina,22350
North Dakota,2920
Northern Mariana Islands,≤100
Ohio,33244
Oklahoma,9244
Oregon,10588
Pennsylvania,37571
Puerto Rico,≤100
Rhode Island,2136
South Carolina,10910
South Dakota,1594
Tennessee,17215
Texas,95035
Unknown,≤100
Utah,5051
Vermont,1775
Virgin Islands (U.S.),≤100
Virginia,25811
Washington,17611
"Washington, District of Columbia",12119
West Virginia,4349
Wisconsin,115719
Wyoming,1264
