Location name,Amount spent (USD)
Alabama,8722
Alaska,5561
American Samoa,≤100
Arizona,15586
Arkansas,5848
California,88612
Colorado,33387
Connecticut,7999
Delaware,3421
Florida,58971
Georgia,19969
Guam,≤100
Hawaii,2784
Idaho,4802
Illinois,83849
Indiana,21421
Iowa,7919
Kansas,6095
Kentucky,8618
Louisiana,11525
Maine,5732
Maryland,16125
Massachusetts,14419
Michigan,24010
Minnesota,17020
Mississippi,5879
Missouri,28051
Montana,5740
Nebraska,4031
Nevada,6620
New Hampshire,5558
New Jersey,24404
New Mexico,4242
New York,77705
North Carolina,20203
North Dakota,2416
Northern Mariana Islands,≤100
Ohio,26237
Oklahoma,10254
Oregon,10533
Pennsylvania,40688
Puerto Rico,≤100
Rhode Island,2071
South Carolina,10742
South Dakota,1547
Tennessee,24518
Texas,85801
Unknown,≤100
Utah,5412
Vermont,1560
Virgin Islands (U.S.),≤100
Virginia,19956
Washington,16314
"Washington, District of Columbia",6829
West Virginia,4172
Wisconsin,101926
Wyoming,1207
