Location name,Amount spent (CZK)
Central Bohemian Region,11460
Hradec Králové Region,5361
Karlovy Vary Region,3118
Liberec Region,4237
Moravian-Silesian Region,11995
Olomouc Region,6188
Pardubice Region,4951
Plzeň Region,5692
Prague,23084
South Bohemian Region,5676
South Moravian Region,12712
Unknown,≤100
Vysočina Region,4229
Zlín Region,5236
Ústí nad Labem Region,11043
