Location name,Amount spent (BRL)
Acre (state),443
Alagoas,1605
Amapá,712
Amazonas,6528
Bahia,6832
Ceará,6021
Espírito Santo,3815
Federal District,2707
Goiás,5888
Maranhão,2805
Mato Grosso,3349
Mato Grosso do Sul,2581
Minas Gerais,18460
Paraná,9058
Paraíba,2048
Pará,5245
Pernambuco,6735
Piauí,1335
Rio Grande do Norte,2182
Rio Grande do Sul,13687
Rio de Janeiro (state),16045
Rondônia,1586
Roraima,463
Santa Catarina,7382
Sergipe,1185
São Paulo (state),38786
Tocantins,746
Unknown,≤100
