Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),83484,47
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,35176,181
286487218798,遠見雜誌,遠見雜誌,21145,15
693907914395620,良杯製所 Oolab,良杯製所 Oolab,17202,12
368397373312842,游顥,游顥,15390,3
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,10624,2
136185963597716,Cheap,Cheap,5981,14
108465872157182,亞細亞精準數據,亞細亞精準數據,5566,12
118578817881182,筱君 台灣 PLUS,These ads ran without a disclaimer,5043,3
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,4829,9
106801464127093,目目非營利 MUVE NPO,目目非營利,4781,10
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,4166,2
177161918975981,基督教芥菜種會,基督教芥菜種會,3805,15
248954465174600,TOYOTA Taiwan,TOYOTA Taiwan,3800,5
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,3429,2
727855827262810,林家興 Alfred Lin,林家興 Alfred Lin,2670,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,2665,4
211730475524462,大陸委員會,大陸委員會,2507,5
113761234998842,温宗諭,博盛侯,2500,3
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2424,15
1659728604312270,台泥企業團,台泥,2176,2
1537741526464370,桃園市議長邱奕勝,奕勝 邱,2092,5
158025223269,今周刊,今周刊,2080,10
101176989480437,九槍 And Miles to Go Before I Sleep,These ads ran without a disclaimer,1959,3
219315794887869,聯合報,聯合報股份有限公司,1951,25
117437684611270,桃園有議事・民進黨議會黨團,民主進步黨桃園市議會黨團,1949,4
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1766,31
104690535860982,楊永明,永明楊,1750,6
122825514432837,黃健豪-北屯漸好,健豪 黃,1698,1
233140110222019,簡榮宗,艾普特媒體有限公司,1647,2
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,1622,17
217802801759737,郭昭巖粉絲團,郭昭巖粉絲團,1618,3
231202420952272,新北市議員 廖先翔,先翔 廖,1618,2
1212271885604995,社團法人愛的延續公益協會,社團法人愛的延續公益協會,1604,2
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,1590,2
186593071836,商業周刊（商周.com）,商業周刊（商周.com）,1308,1
246324992373019,傅崐萁,Evonne Hu,1241,2
152159855481046,工商時報展覽,These ads ran without a disclaimer,1229,1
215213505975,FUNDAY英語教育,FUNDAY英語教育,1227,1
1855418728011324,鏡週刊,鏡週刊,1180,1
105692292105892,黃士修,Shih-Hsiu Huang,1130,3
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,1117,4
596023980420209,來趣新北金發局,These ads ran without a disclaimer,989,3
390569611008641,願景工程基金會 Vision Project,願景工程基金會,986,36
452335334841822,愛康 ICON,These ads ran without a disclaimer,974,3
814142741942881,陳若翠-微笑加油讚,郁琪廖,963,12
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,945,24
235679595900,民視新聞,民視新聞,910,7
103469901828540,挖貝 WaBay,挖貝 WaBay,895,3
189061482332,張嘉郡,嘉郡張,825,2
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,810,2
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,792,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,764,2
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,739,63
104805437969925,JERA 台灣捷熱能源,"JERA Energy Taiwan Co., Ltd.",701,1
1649151078446134,卓冠廷,冠廷卓,694,20
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,691,1
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,689,6
191690867518507,江啟臣,江啟臣,679,2
218662974825481,王惠美,王惠美,668,1
101576862144790,工程師看政治,玄超 黃,667,5
436843193180529,Unipapa,Unipapa,659,24
791870507594526,利樂創新界,利樂創新界,647,13
200795295882,謝金河 投資理財,耀賢黃,572,1
188358792124,聯經出版,聯經出版,562,4
157825744293951,The Garden of Hope Foundation- International Affairs 勵馨基金會國際事務,The Garden of Hope Foundation- International Affairs 勵馨基金會國際事務,555,2
1666902633528033,桃園市政府青年事務局,桃園市政府青年事務局,533,3
743100072477291,台中市議員何文海,文海 何,530,3
1587628301470657,林沛祥,沛祥林,528,3
152479095435700,茶樹莊園 Tea Tree Garden,花仙子 Farcent,525,1
401843085061,台電電力粉絲團,台電,525,2
2142074882525226,張智倫,張智倫,522,1
101297638763256,識媒體,識媒體,513,3
449156429152075,麻吉理財顧問公司,黃詩凭,499,1
104193848228778,PointLife點生活,PointLife點生活,493,1
2505711192835704,安心貸-貸款理財專家,黃詩凭,489,1
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,486,4
938117856232411,康寧大學,惠玲高,448,1
1629474157289221,小牛頓,小牛頓科學教育有限公司,443,8
148513668543221,地球公民基金會,地球公民基金會,434,4
