Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
122799741066892,National Youth Commission,National Youth Commission,20000,1
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,16303,9
555503991321280,Geraldine Roman,Sulong Pilipinas,16005,4
214697158909990,Huawei Digital Power,These ads ran without a disclaimer,11604,1
325780477966356,Geo 24/7,Energy Development Corporation,10407,7
163550757135020,News5,News5,7164,16
48688071399,Greenpeace Philippines,Greenpeace Philippines,6571,6
249691921715548,Commission on Higher Education(CHED),Commission on Higher Education(CHED),3541,3
1571061213111533,GlobeICON,Globe Telecom,3294,1
582194915150078,FamilySearch,These ads ran without a disclaimer,3233,1
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,2960,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2926,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,2887,15
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,2057,4
107092931016452,Negosyante News,Negosyante News,1754,8
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1541,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,1534,2
105969951219886,Sibika.ph,Philippine Business for Education,1467,2
100170811672425,Kyusi,WFPH,1460,13
100877355420271,One to Tree,One to Tree,1443,2
106621860996841,IOptions Ventures Corp.,iOptions Ventures Corp.,1335,4
1876831369252452,Albee Benitez,Albee Benitez,1274,4
333701057319933,MAYOR RAJIV ENAD,Rajiv Varron Enad,1268,3
112952897079549,Energy Development Corporation,Energy Development Corporation,1261,1
100406438859954,Fight Illicit Trade,Fight Illicit Trade,1064,2
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,998,1
186667502068528,Larry De Costa,WFPH,943,8
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,938,3
104510062461901,Santo Tomas DavNor Information Office,Santo Tomas DavNor Information Office,900,6
113367537918249,Mayor Chao-ig Malannag,Menchie Tabcao Kinao,846,6
1880519478891904,Bantay Nakaw Coalition,Bantay Nakaw Coalition,813,2
106352075165169,e-Boto,e-Boto,801,5
207494196545897,"San Anselmo Publications, Inc.",Eldrige Marvin Bihis Aceron,796,3
705660422953865,About Metro Pacific,WFPH,736,7
102242755468794,Rapid News PH Mindanao,Rapid News PH,649,3
105144021839699,Rapid News PH Visayas,Rapid News PH,642,3
223618785182273,Pilipinas,WFPH,634,5
102338925458321,Rapid News PH Luzon,Rapid News PH,628,3
1424468067858949,Vice Justin Gatuslao,Justin Dominic Silos Gatuslao,623,2
287303531393321,Christian Niño Lajara,Christian Niño Salva Lajara,612,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,606,2
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,534,11
265779500134955,SM Supermalls,SM Supermalls,503,3
110985836193,Loren Legarda,Clutch Media,475,1
109535090749815,The Manila Journal,The Manila Journal,445,5
608006729355847,Luisa Lloren Cuaresma,Benjamin Lloren Cuaresma Iii,431,1
147975588597216,Stratbase,Stratbase,397,1
106467400810139,Sol Aragones,Alagang Sol Aragones On The Gob,395,1
476794459408941,Pinas Forward PH,Pinas Forward PH,394,2
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,375,1
257830240980106,Ronnie Dadivas,Roxas City United,374,2
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",370,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,369,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,345,2
379913535548828,Espra,These ads ran without a disclaimer,341,1
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,325,6
109515814905110,4Ps Party-list,4Ps Party-list,295,1
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,284,1
