Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,1887,2
225968600759645,Andrés Lima,Andrés Lima,524,4
339506493370193,Richard Sander,Richard Sander,441,3
682047678477157,Intendencia de Maldonado,Intendencia de Maldonado,323,1
111113632884184,Bailoqueros,These ads ran without a disclaimer,299,1
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,273,1
102337244995366,Prudencia Uruguay,Prudencia Uruguay,214,1
530640683655093,President,These ads ran without a disclaimer,195,3
287677194603697,Nuevo Espacio Frente Amplio,Nuevo Espacio,107,1
107680212029365,Todos Por Río Negro,Todos Por Río Negro,≤100,1
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,≤100,1
107574220629167,Carolina Batista,Carolina Batista,≤100,1
107045848966758,Balsam APP,These ads ran without a disclaimer,≤100,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
