Location name,Amount spent (CAD)
Alberta,30493
British Columbia,30851
Manitoba,6577
New Brunswick,3871
Newfoundland and Labrador,2302
Northwest Territories,219
Nova Scotia,4916
Nunavut,194
Ontario,81940
Prince Edward Island,709
Quebec,16051
Saskatchewan,5364
Unknown,≤100
Yukon,212
