Location name,Amount spent (VND)
An Giang Province,19907
Bà Rịa–Vũng Tàu Province,26977
Bình Dương Province,133462
Bình Phước Province,24088
Bình Thuận Province,41667
Bình Định Province,91913
Bạc Liêu Province,9614
Bắc Giang Province,148040
Bắc Kạn Province,8677
Bắc Ninh Province,65241
Bến Tre Province,17030
Cao Bằng Province,10925
Cà Mau Province,16950
Cần Thơ,22498
Da Nang,41623
Gia Lai Province,29477
Haiphong,67568
Ho Chi Minh City,1346660
Hà Giang Province,8685
Hà Nam Province,15876
Hà Tĩnh Province,36571
Hòa Bình Province,21768
Hưng Yên Province,18020
Hải Dương Province,55934
Hậu Giang Province,7373
Khánh Hòa Province,39922
Kiên Giang Province,20686
Kon Tum Province,9156
Lai Châu Province,3343
Long An Province,45936
Lào Cai Province,17707
Lâm Đồng Province,38361
Lạng Sơn Province,19863
Nam Định Province,44982
Nghệ An Province,166579
Ninh Bình Province,49337
Ninh Thuận Province,8867
Phú Thọ Province,55751
Phú Yên Province,19521
Quảng Bình Province,25013
Quảng Nam Province,42703
Quảng Ngãi Province,96179
Quảng Ninh Province,42236
Quảng Trị Province,22273
Sóc Trăng Province,14243
Sơn La Province,25096
Thanh Hóa Province,105696
Thái Bình Province,50294
Thái Nguyên Province,33905
Thừa Thiên–Huế Province,59801
Tiền Giang Province,24099
Trà Vinh Province,15266
Tuyên Quang Province,78288
Tây Ninh Province,20066
Unknown,≤100
Vĩnh Long Province,13652
Vĩnh Phúc Province,78555
Yên Bái Province,22065
Điện Biên Province,12916
Đắk Lắk Province,57126
Đắk Nông Province,17624
Đồng Nai Province,159126
Đồng Tháp Province,22719
