Location name,Amount spent (MYR)
Johor,3129
Kedah,1820
Kelantan,1178
Kuala Lumpur,5566
Labuan,152
Malacca,1222
Negeri Sembilan,1613
Pahang,1613
Penang,993
Perak,1858
Perlis,310
Putrajaya,474
Sabah,1633
Sarawak,964
Selangor,10415
Terengganu,1594
Unknown,≤100
