Location name,Amount spent (USD)
Alabama,12562
Alaska,6732
American Samoa,≤100
Arizona,28245
Arkansas,7413
California,164720
Colorado,46775
Connecticut,20978
Delaware,3781
Florida,102870
Georgia,42459
Guam,≤100
Hawaii,5433
Idaho,7061
Illinois,81720
Indiana,25473
Iowa,11280
Kansas,11061
Kentucky,14677
Louisiana,15905
Maine,9884
Maryland,34646
Massachusetts,34517
Michigan,44330
Minnesota,27832
Mississippi,6740
Missouri,32022
Montana,6023
Nebraska,8807
Nevada,12674
New Hampshire,6330
New Jersey,44542
New Mexico,6925
New York,147134
North Carolina,39428
North Dakota,3630
Northern Mariana Islands,≤100
Ohio,51750
Oklahoma,15006
Oregon,19488
Pennsylvania,60692
Puerto Rico,157
Rhode Island,4715
South Carolina,19426
South Dakota,2051
Tennessee,33759
Texas,115383
Unknown,≤100
Utah,10629
Vermont,3624
Virgin Islands (U.S.),≤100
Virginia,40783
Washington,30681
"Washington, District of Columbia",14498
West Virginia,5398
Wisconsin,128328
Wyoming,1641
