Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1021,3
112316758396656,معتز الشناوي لمجلس نقابة الصحفيين,معتز الشناوي لمجلس نقابة الصحفيين,1000,9
798673866859390,ETC TV,ETC TV,1000,1
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,989,2
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,767,2
107767437680846,أحمد صلاح الطاروطي,Suzie Raafat,573,1
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,427,6
1720882541553191,حسن عمار - Hassan Ammar,حسن عمار,411,4
104570177893410,أحمد علي الألفي,أحمد علي الألفي,398,2
591352604646053,جائزة مصر للتميز الحكومي - Egypt Government Excellence Award,جائزة مصر للتميز الحكومي - Egypt Government Excellence Award,385,1
666470146818916,مؤسسة جبر القلوب,Mohamed Elsafty,364,2
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,363,6
104198795953934,جمعية أصدقاء مرضى الأورام بالشرقية,Mohamed Basher,356,1
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,292,3
1012904038778488,سامح فتحي حبيب,سامح فتحي حبيب,268,6
112884131660592,أسامة جاويش-Osama Gaweesh,These ads ran without a disclaimer,243,2
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,231,2
866153827088050,Bankawy - بنكاوى,Hany Adel,209,4
113101433777546,Essam Diab - عصام دياب,Mahmoud Mostafa Ghorab,209,2
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,206,2
103283332669003,مؤسسة جمال الجارحي للتنمية المجتمعية,محمد السيد عبد الستار,203,5
108817060655963,النائب إمام منصور / Emam Mansour,امام منصور حسن منصور,193,3
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,Basel Noufal,183,3
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,181,9
100260044903448,دعاء عريبي,دعاء عريبي,180,2
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,172,2
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,169,5
