Location name,Amount spent (MYR)
Johor,1457
Kedah,219
Kelantan,105
Kuala Lumpur,573
Labuan,≤100
Malacca,122
Negeri Sembilan,147
Pahang,156
Penang,168
Perak,235
Perlis,≤100
Putrajaya,≤100
Sabah,199
Sarawak,134
Selangor,923
Terengganu,127
Unknown,≤100
