Location name,Amount spent (CLP)
Antofagasta Region,255499
Araucanía Region,392976
Arica y Parinacota Region,165040
Atacama Region,125900
Aysén Region,63289
Bío Bío Region,854274
Coquimbo Region,943244
Los Lagos Region,329817
Los Ríos Region,158474
Magallanes y la Antártica Chilena Region,118994
Maule Region,533283
O'Higgins Region,426243
Santiago Metropolitan Region,2744983
Tarapacá Region,213160
Unknown,≤100
Valparaíso Region,1260112
