Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Stundin,Stundin,33775,4
314036327204,VR,VR,22659,10
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,6992,4
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,5234,18
156161194561570,Kjarninn,Kjarninn,4200,1
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,2127,8
154893001218870,ADHD samtökin,ADHD samtökin,2094,5
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,1851,1
573559522797177,Flokkur fólksins,Flokkur Fólksins,1583,2
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,1549,2
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,1208,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,1162,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,1049,2
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,757,1
106979180938014,Samstöðin,Samstöðin ehf,729,1
137524753533383,Miðflokkurinn,Miðflokkurinn,679,1
153815677989453,Sara Björg Sigurðardóttir,Sara Björg Sigurðardóttir,529,1
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,383,1
204182692934155,Amande Art,These ads ran without a disclaimer,≤100,1
338707340769202,Falstaff International,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
100194566291833,The Andy Warthog,These ads ran without a disclaimer,≤100,1
110527368455096,Lululover,These ads ran without a disclaimer,≤100,1
