Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,21285,119
343347583411734,歡樂大東家,These ads ran without a disclaimer,14686,4
693907914395620,良杯製所 Oolab,良杯製所 Oolab,11619,7
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,11173,5
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),7927,38
1604793293120494,壯闊台灣 吳怡農,壯闊台灣 吳怡農,7713,2
286487218798,遠見雜誌,遠見雜誌,7706,9
177161918975981,基督教芥菜種會,基督教芥菜種會,5170,41
106801464127093,目目非營利 MUVE NPO,目目非營利,4798,13
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,4214,6
368397373312842,游顥,游顥,4120,4
1436850183290438,One-Forty,One-Forty,3912,17
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,3825,3
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,3714,1
127628276929,天下雜誌,天下雜誌,2893,32
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2719,63
125386714156073,天使心家族社會福利基金會,天使心家族社會福利基金會,2039,19
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,1920,2
1649523455281990,遠山呼喚,遠山呼喚,1748,6
131410820262008,宏其婦幼醫院,宏其婦幼醫院,1627,2
158025223269,今周刊,今周刊,1572,7
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1538,25
211730475524462,大陸委員會,大陸委員會,1406,4
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1316,4
1855418728011324,鏡週刊,鏡週刊,1175,1
850754301947812,鏡新聞,鏡新聞,1056,4
104959119850676,轉角國際 udn Global,轉角國際 udn Global,1049,2
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,1025,4
103141681121150,城市學,遠見雜誌,999,2
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,993,1
213646928757562,梁為超,市議員梁為超粉絲團,990,3
235679595900,民視新聞,民視新聞,975,5
108696572024879,民視嘎哩供,民視新聞,967,4
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,956,1
359293781476624,看護達人 華鎰仲介,看護達人 華鎰仲介,932,7
401843085061,台電電力粉絲團,These ads ran without a disclaimer,841,2
104624290080479,張育美,翊斌黃,810,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,763,2
1629474157289221,小牛頓,小牛頓科學教育有限公司,730,6
170671044596,天主教善牧基金會,天主教善牧基金會,720,14
390569611008641,願景工程基金會 Vision Project,願景工程基金會,694,17
100269158455411,Wh偉鴻金融貸款中心,傢宇 吳,654,2
